Problem Size,Direct_latency_ns,Vector_latency_ns,Indirect_latency_ns
8388608,0.8344650268554688,0.8344650268554688,1.1324882507324219
16777216,0.8344650268554688,0.8344650268554688,2.0563602447509766
33554432,0.8344650268554688,0.8642673492431641,2.2798776626586914
67108864,0.8493661880493164,0.8493661880493164,2.421438694000244
134217728,0.8568167686462402,0.8493661880493164,2.5033950805664062
268435456,0.8530914783477783,0.8530914783477783,2.548098564147949
Average,0.8437782526016235,0.8475035429000854,2.1569430828094482
